(venv) shiywang@shiywang-Precision-3630-Tower:~/grandma_su/Test/Server_Test$ python test1.py -n 200
Number of cpu : 8
[D] Main: Test 1
[I] SP: No saved data, Creating new data
app_main.js:103 Data received
app_main.js:106 {device_id: '6C9B26A26B26', sequence_id: 1, time: 1639096841001, value: 68, battery: 60, …} 206060
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEBB76BB34CE', sequence_id: 1, time: 1639096841001, value: 64, battery: 60, …} 206210
app_main.js:103 Data received
app_main.js:106 {device_id: '64EED02EE5B9', sequence_id: 1, time: 1639096841001, value: 75, battery: 60, …} 206385
app_main.js:103 Data received
app_main.js:106 {device_id: 'B894426803CD', sequence_id: 1, time: 1639096841001, value: 104, battery: 60, …} 206540
app_main.js:103 Data received
app_main.js:106 {device_id: '246026644332', sequence_id: 1, time: 1639096841001, value: 120, battery: 60, …} 206694
app_main.js:103 Data received
app_main.js:106 {device_id: '66BA9294BE5D', sequence_id: 1, time: 1639096841001, value: 112, battery: 60, …} 206848
app_main.js:103 Data received
app_main.js:106 {device_id: '289CFA0D38E5', sequence_id: 1, time: 1639096841001, value: 64, battery: 60, …} 207019
app_main.js:103 Data received
app_main.js:106 {device_id: 'D3F8F198D0E1', sequence_id: 1, time: 1639096841001, value: 85, battery: 60, …} 207173
app_main.js:103 Data received
app_main.js:106 {device_id: 'A0373ABC3D41', sequence_id: 1, time: 1639096841002, value: 60, battery: 60, …} 207327
app_main.js:103 Data received
app_main.js:106 {device_id: 'A602B48C8A57', sequence_id: 1, time: 1639096841002, value: 90, battery: 60, …} 207482
app_main.js:103 Data received
app_main.js:106 {device_id: '1DAD7D36524A', sequence_id: 1, time: 1639096841002, value: 71, battery: 60, …} 207637
app_main.js:103 Data received
app_main.js:106 {device_id: '2708D2D3F46B', sequence_id: 1, time: 1639096841002, value: 64, battery: 60, …} 207793
app_main.js:103 Data received
app_main.js:106 {device_id: '8E14A0C87DCE', sequence_id: 1, time: 1639096841002, value: 116, battery: 60, …} 207947
app_main.js:103 Data received
app_main.js:106 {device_id: 'F2BD9461FD88', sequence_id: 1, time: 1639096841002, value: 72, battery: 60, …} 208102
app_main.js:103 Data received
app_main.js:106 {device_id: '3DC1B833FB24', sequence_id: 1, time: 1639096841002, value: 79, battery: 60, …} 208255
app_main.js:103 Data received
app_main.js:106 {device_id: '801518890144', sequence_id: 1, time: 1639096841002, value: 72, battery: 60, …} 208411
app_main.js:103 Data received
app_main.js:106 {device_id: 'B4AA0566A465', sequence_id: 1, time: 1639096841002, value: 113, battery: 60, …} 208571
app_main.js:103 Data received
app_main.js:106 {device_id: '99CF1C18FB08', sequence_id: 1, time: 1639096841002, value: 81, battery: 60, …} 208727
app_main.js:103 Data received
app_main.js:106 {device_id: 'EC9EC317AFE4', sequence_id: 1, time: 1639096841002, value: 101, battery: 60, …} 208884
app_main.js:103 Data received
app_main.js:106 {device_id: 'ACD259187FB6', sequence_id: 1, time: 1639096841003, value: 70, battery: 60, …} 209043
app_main.js:103 Data received
app_main.js:106 {device_id: '616CA65A46D3', sequence_id: 1, time: 1639096841003, value: 116, battery: 60, …} 209214
app_main.js:103 Data received
app_main.js:106 {device_id: 'CE7E608B4D93', sequence_id: 1, time: 1639096841003, value: 95, battery: 60, …} 209372
app_main.js:103 Data received
app_main.js:106 {device_id: '8744EB0AE74D', sequence_id: 1, time: 1639096841003, value: 100, battery: 60, …} 209572
app_main.js:103 Data received
app_main.js:106 {device_id: '984515C6085F', sequence_id: 1, time: 1639096841003, value: 71, battery: 60, …} 209731
app_main.js:103 Data received
app_main.js:106 {device_id: 'B5450ECC2423', sequence_id: 1, time: 1639096841003, value: 101, battery: 60, …} 209888
app_main.js:103 Data received
app_main.js:106 {device_id: 'E47A380FE493', sequence_id: 1, time: 1639096841003, value: 116, battery: 60, …} 210044
app_main.js:103 Data received
app_main.js:106 {device_id: 'A88418DF1DE6', sequence_id: 1, time: 1639096841003, value: 94, battery: 60, …} 210201
app_main.js:103 Data received
app_main.js:106 {device_id: '60A4B3C8D8AC', sequence_id: 1, time: 1639096841003, value: 71, battery: 60, …} 210362
app_main.js:103 Data received
app_main.js:106 {device_id: '454F0D7D592F', sequence_id: 1, time: 1639096841003, value: 74, battery: 60, …} 210519
app_main.js:103 Data received
app_main.js:106 {device_id: '33273D22D5FE', sequence_id: 1, time: 1639096841003, value: 82, battery: 60, …} 210676
app_main.js:103 Data received
app_main.js:106 {device_id: 'F675FB933667', sequence_id: 1, time: 1639096841003, value: 94, battery: 60, …} 210834
app_main.js:103 Data received
app_main.js:106 {device_id: '0DCF5DA263D8', sequence_id: 1, time: 1639096841003, value: 81, battery: 60, …} 210990
app_main.js:103 Data received
app_main.js:106 {device_id: '4A1551D67FD9', sequence_id: 1, time: 1639096841003, value: 109, battery: 60, …} 211148
app_main.js:103 Data received
app_main.js:106 {device_id: '76C420F4CD3D', sequence_id: 1, time: 1639096841003, value: 84, battery: 60, …} 211304
app_main.js:103 Data received
app_main.js:106 {device_id: '3E4163B08EA9', sequence_id: 1, time: 1639096841003, value: 63, battery: 60, …} 211475
app_main.js:103 Data received
app_main.js:106 {device_id: '5FC352C09A83', sequence_id: 1, time: 1639096841003, value: 70, battery: 60, …} 211633
app_main.js:103 Data received
app_main.js:106 {device_id: '62415493C4BA', sequence_id: 2, time: 1639096841003, value: 71, battery: 60, …} 211790
app_main.js:103 Data received
app_main.js:106 {device_id: 'BE9EC483C140', sequence_id: 2, time: 1639096841003, value: 76, battery: 60, …} 211947
app_main.js:103 Data received
app_main.js:106 {device_id: '7C9AA0C595C3', sequence_id: 2, time: 1639096841003, value: 119, battery: 60, …} 212103
app_main.js:103 Data received
app_main.js:106 {device_id: '19F5E1A55E98', sequence_id: 2, time: 1639096841003, value: 112, battery: 60, …} 212259
app_main.js:103 Data received
app_main.js:106 {device_id: '2E9FCD6ABF8D', sequence_id: 2, time: 1639096841003, value: 100, battery: 60, …} 212417
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD41C71FE249', sequence_id: 2, time: 1639096841003, value: 102, battery: 60, …} 212595
app_main.js:103 Data received
app_main.js:106 {device_id: 'FF8FF284326F', sequence_id: 2, time: 1639096841003, value: 113, battery: 60, …} 212753
app_main.js:103 Data received
app_main.js:106 {device_id: 'DE45396C4BCA', sequence_id: 2, time: 1639096841003, value: 94, battery: 60, …} 212908
app_main.js:103 Data received
app_main.js:106 {device_id: '50C82E7BE5E1', sequence_id: 2, time: 1639096841003, value: 62, battery: 60, …} 213065
app_main.js:103 Data received
app_main.js:106 {device_id: '0D1CCC1AB030', sequence_id: 2, time: 1639096841003, value: 107, battery: 60, …} 213228
app_main.js:103 Data received
app_main.js:106 {device_id: '9E3B1B6E8826', sequence_id: 2, time: 1639096841003, value: 90, battery: 60, …} 213385
app_main.js:103 Data received
app_main.js:106 {device_id: 'E3C5CC670056', sequence_id: 2, time: 1639096841003, value: 71, battery: 60, …} 213555
app_main.js:103 Data received
app_main.js:106 {device_id: '24A58254995C', sequence_id: 2, time: 1639096841003, value: 79, battery: 60, …} 213719
app_main.js:103 Data received
app_main.js:106 {device_id: '4D99034B5D1C', sequence_id: 2, time: 1639096841003, value: 107, battery: 60, …} 213875
app_main.js:103 Data received
app_main.js:106 {device_id: 'AAF56BCBEECE', sequence_id: 2, time: 1639096841003, value: 68, battery: 60, …} 214185
app_main.js:103 Data received
app_main.js:106 {device_id: 'B4F20E36CAEE', sequence_id: 2, time: 1639096841003, value: 119, battery: 60, …} 214342
app_main.js:103 Data received
app_main.js:106 {device_id: '616CA65A46D3', sequence_id: 1, time: 1639096843000, value: 64, battery: 60, …} 213583
app_main.js:103 Data received
app_main.js:106 {device_id: 'CE7E608B4D93', sequence_id: 1, time: 1639096843000, value: 110, battery: 60, …} 213745
app_main.js:103 Data received
app_main.js:106 {device_id: '8744EB0AE74D', sequence_id: 1, time: 1639096843000, value: 93, battery: 60, …} 213917
app_main.js:103 Data received
app_main.js:106 {device_id: '984515C6085F', sequence_id: 1, time: 1639096843000, value: 81, battery: 60, …} 214075
app_main.js:103 Data received
app_main.js:106 {device_id: 'B5450ECC2423', sequence_id: 1, time: 1639096843000, value: 70, battery: 60, …} 214247
app_main.js:103 Data received
app_main.js:106 {device_id: 'E47A380FE493', sequence_id: 1, time: 1639096843000, value: 115, battery: 60, …} 214581
app_main.js:103 Data received
app_main.js:106 {device_id: 'A88418DF1DE6', sequence_id: 1, time: 1639096843000, value: 100, battery: 60, …} 214738
app_main.js:103 Data received
app_main.js:106 {device_id: '60A4B3C8D8AC', sequence_id: 1, time: 1639096843000, value: 107, battery: 60, …} 214894
app_main.js:103 Data received
app_main.js:106 {device_id: '454F0D7D592F', sequence_id: 1, time: 1639096843000, value: 81, battery: 60, …} 215206
app_main.js:103 Data received
app_main.js:106 {device_id: '33273D22D5FE', sequence_id: 1, time: 1639096843000, value: 73, battery: 60, …} 215361
app_main.js:103 Data received
app_main.js:106 {device_id: 'F675FB933667', sequence_id: 1, time: 1639096843000, value: 113, battery: 60, …} 215515
app_main.js:103 Data received
app_main.js:106 {device_id: '0DCF5DA263D8', sequence_id: 1, time: 1639096843000, value: 86, battery: 60, …} 215670
app_main.js:103 Data received
app_main.js:106 {device_id: '4A1551D67FD9', sequence_id: 1, time: 1639096843000, value: 78, battery: 60, …} 215824
app_main.js:103 Data received
app_main.js:106 {device_id: '76C420F4CD3D', sequence_id: 1, time: 1639096843000, value: 108, battery: 60, …} 215977
app_main.js:103 Data received
app_main.js:106 {device_id: '3E4163B08EA9', sequence_id: 1, time: 1639096843000, value: 64, battery: 60, …} 216147
app_main.js:103 Data received
app_main.js:106 {device_id: '5FC352C09A83', sequence_id: 1, time: 1639096843000, value: 73, battery: 60, …} 216302
app_main.js:103 Data received
app_main.js:106 {device_id: '62415493C4BA', sequence_id: 2, time: 1639096843000, value: 78, battery: 60, …} 216616
app_main.js:103 Data received
app_main.js:106 {device_id: 'BE9EC483C140', sequence_id: 2, time: 1639096843000, value: 64, battery: 60, …} 216772
app_main.js:103 Data received
app_main.js:106 {device_id: '7C9AA0C595C3', sequence_id: 2, time: 1639096843000, value: 83, battery: 60, …} 216929
app_main.js:103 Data received
app_main.js:106 {device_id: '19F5E1A55E98', sequence_id: 2, time: 1639096843000, value: 90, battery: 60, …} 217089
app_main.js:103 Data received
app_main.js:106 {device_id: '2E9FCD6ABF8D', sequence_id: 2, time: 1639096843000, value: 60, battery: 60, …} 217246
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD41C71FE249', sequence_id: 2, time: 1639096843000, value: 92, battery: 60, …} 217409
app_main.js:103 Data received
app_main.js:106 {device_id: 'FF8FF284326F', sequence_id: 2, time: 1639096843000, value: 77, battery: 60, …} 217593
app_main.js:103 Data received
app_main.js:106 {device_id: 'DE45396C4BCA', sequence_id: 2, time: 1639096843001, value: 81, battery: 60, …} 217751
app_main.js:103 Data received
app_main.js:106 {device_id: '50C82E7BE5E1', sequence_id: 2, time: 1639096843001, value: 77, battery: 60, …} 217907
app_main.js:103 Data received
app_main.js:106 {device_id: '0D1CCC1AB030', sequence_id: 2, time: 1639096843001, value: 96, battery: 60, …} 218063
app_main.js:103 Data received
app_main.js:106 {device_id: '9E3B1B6E8826', sequence_id: 2, time: 1639096843001, value: 105, battery: 60, …} 218510
app_main.js:103 Data received
app_main.js:106 {device_id: 'E3C5CC670056', sequence_id: 2, time: 1639096843001, value: 107, battery: 60, …} 218668
app_main.js:103 Data received
app_main.js:106 {device_id: '24A58254995C', sequence_id: 2, time: 1639096843001, value: 103, battery: 60, …} 218825
app_main.js:103 Data received
app_main.js:106 {device_id: '4D99034B5D1C', sequence_id: 2, time: 1639096843001, value: 120, battery: 60, …} 218980
app_main.js:103 Data received
app_main.js:106 {device_id: 'AAF56BCBEECE', sequence_id: 2, time: 1639096843001, value: 69, battery: 60, …} 219137
app_main.js:103 Data received
app_main.js:106 {device_id: 'B4F20E36CAEE', sequence_id: 2, time: 1639096843001, value: 70, battery: 60, …} 219293
app_main.js:103 Data received
app_main.js:106 {device_id: '7786A0BB7B7F', sequence_id: 2, time: 1639096843001, value: 91, battery: 60, …} 219450
app_main.js:103 Data received
app_main.js:106 {device_id: 'D71CA059A2DB', sequence_id: 2, time: 1639096843001, value: 65, battery: 60, …} 219607
app_main.js:103 Data received
app_main.js:106 {device_id: '4B20A10B5583', sequence_id: 2, time: 1639096843001, value: 120, battery: 60, …} 219765
app_main.js:103 Data received
app_main.js:106 {device_id: '7AD52B4A886B', sequence_id: 2, time: 1639096843001, value: 109, battery: 60, …} 219921
app_main.js:103 Data received
app_main.js:106 {device_id: 'DB891AE6600C', sequence_id: 2, time: 1639096843001, value: 110, battery: 60, …} 220255
app_main.js:103 Data received
app_main.js:106 {device_id: '089CCD2EBD28', sequence_id: 2, time: 1639096843001, value: 107, battery: 60, …} 220422
app_main.js:103 Data received
app_main.js:106 {device_id: 'F1539B1F2115', sequence_id: 2, time: 1639096843001, value: 83, battery: 60, …} 220578
app_main.js:103 Data received
app_main.js:106 {device_id: '538C5860415C', sequence_id: 2, time: 1639096843001, value: 71, battery: 60, …} 220735
app_main.js:103 Data received
app_main.js:106 {device_id: '28AD0296A4C9', sequence_id: 2, time: 1639096843001, value: 110, battery: 60, …} 220896
app_main.js:103 Data received
app_main.js:106 {device_id: 'A57D47497B56', sequence_id: 2, time: 1639096843001, value: 101, battery: 60, …} 221052
app_main.js:103 Data received
app_main.js:106 {device_id: '7DA53A768DC6', sequence_id: 2, time: 1639096843001, value: 106, battery: 60, …} 221210
app_main.js:103 Data received
app_main.js:106 {device_id: 'BBC03A4C8CFE', sequence_id: 2, time: 1639096843001, value: 63, battery: 60, …} 221367
app_main.js:103 Data received
app_main.js:106 {device_id: '50F19959ABE7', sequence_id: 2, time: 1639096843001, value: 76, battery: 60, …} 221522
app_main.js:103 Data received
app_main.js:106 {device_id: 'ADBFE1960462', sequence_id: 2, time: 1639096843001, value: 78, battery: 60, …} 221676
app_main.js:103 Data received
app_main.js:106 {device_id: 'FE0870578731', sequence_id: 2, time: 1639096843001, value: 60, battery: 60, …} 221831
app_main.js:103 Data received
app_main.js:106 {device_id: '1BEC9F173765', sequence_id: 2, time: 1639096843001, value: 60, battery: 60, …} 221985
app_main.js:103 Data received
app_main.js:106 {device_id: '066A31D1D57C', sequence_id: 2, time: 1639096843001, value: 73, battery: 60, …} 222139
app_main.js:103 Data received
app_main.js:106 {device_id: 'A4DCB8CD965C', sequence_id: 2, time: 1639096843001, value: 109, battery: 60, …} 222304
app_main.js:103 Data received
app_main.js:106 {device_id: 'E777ACD0DEA5', sequence_id: 2, time: 1639096843001, value: 113, battery: 60, …} 222459
app_main.js:103 Data received
app_main.js:106 {device_id: '03D4634A8005', sequence_id: 2, time: 1639096843001, value: 87, battery: 60, …} 222614
app_main.js:103 Data received
app_main.js:106 {device_id: '59F5144D824D', sequence_id: 2, time: 1639096843001, value: 80, battery: 60, …} 222776
app_main.js:103 Data received
app_main.js:106 {device_id: '9649259AE759', sequence_id: 2, time: 1639096843001, value: 109, battery: 60, …} 223212
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBC1C836028C', sequence_id: 2, time: 1639096843001, value: 73, battery: 60, …} 223367
app_main.js:103 Data received
app_main.js:106 {device_id: 'F17D3B7D5302', sequence_id: 2, time: 1639096843001, value: 99, battery: 60, …} 223525
app_main.js:103 Data received
app_main.js:106 {device_id: '15319CFE4AC6', sequence_id: 2, time: 1639096843001, value: 97, battery: 60, …} 223680
app_main.js:103 Data received
app_main.js:106 {device_id: '31950A631F07', sequence_id: 2, time: 1639096843001, value: 66, battery: 60, …} 223934
app_main.js:103 Data received
app_main.js:106 {device_id: '6223D5B97D09', sequence_id: 2, time: 1639096843001, value: 68, battery: 60, …} 224089
app_main.js:103 Data received
app_main.js:106 {device_id: 'F1A98662484A', sequence_id: 2, time: 1639096843001, value: 101, battery: 60, …} 224243
app_main.js:103 Data received
app_main.js:106 {device_id: '015F2429E3DC', sequence_id: 2, time: 1639096843001, value: 81, battery: 60, …} 224419
app_main.js:103 Data received
app_main.js:106 {device_id: 'E00B71959789', sequence_id: 2, time: 1639096843001, value: 88, battery: 60, …} 224574
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEA238AF0A7C', sequence_id: 2, time: 1639096843001, value: 66, battery: 60, …} 224827
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEAE119A5029', sequence_id: 2, time: 1639096843001, value: 119, battery: 60, …} 224983
app_main.js:103 Data received
app_main.js:106 {device_id: '6C32A3AAC9DB', sequence_id: 2, time: 1639096843001, value: 110, battery: 60, …} 225139
app_main.js:103 Data received
app_main.js:106 {device_id: '1F62B6743986', sequence_id: 2, time: 1639096843001, value: 116, battery: 60, …} 225318
app_main.js:103 Data received
app_main.js:106 {device_id: '3EBB651D8862', sequence_id: 2, time: 1639096843001, value: 93, battery: 60, …} 225475
app_main.js:103 Data received
app_main.js:106 {device_id: 'E239B852F0B1', sequence_id: 2, time: 1639096843001, value: 74, battery: 60, …} 225632
app_main.js:103 Data received
app_main.js:106 {device_id: 'E78F158A87C9', sequence_id: 2, time: 1639096843001, value: 79, battery: 60, …} 225789
app_main.js:103 Data received
app_main.js:106 {device_id: 'DBB93E2E7B85', sequence_id: 2, time: 1639096843001, value: 110, battery: 60, …} 225944
app_main.js:103 Data received
app_main.js:106 {device_id: 'CB89F87C2AD6', sequence_id: 2, time: 1639096843001, value: 60, battery: 60, …} 226100
app_main.js:103 Data received
app_main.js:106 {device_id: '62628DB4D7D2', sequence_id: 2, time: 1639096843001, value: 99, battery: 60, …} 226255
app_main.js:103 Data received
app_main.js:106 {device_id: '87B0E491CF6F', sequence_id: 2, time: 1639096843001, value: 101, battery: 60, …} 226515
app_main.js:103 Data received
app_main.js:106 {device_id: '199D9F947927', sequence_id: 2, time: 1639096843001, value: 81, battery: 60, …} 226673
app_main.js:103 Data received
app_main.js:106 {device_id: '8EC63F8F5299', sequence_id: 2, time: 1639096843001, value: 117, battery: 60, …} 226830
app_main.js:103 Data received
app_main.js:106 {device_id: 'E8A2B72EF809', sequence_id: 2, time: 1639096843001, value: 91, battery: 60, …} 227155
app_main.js:103 Data received
app_main.js:106 {device_id: '7FB8BE78EEED', sequence_id: 2, time: 1639096843001, value: 115, battery: 60, …} 227312
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBC21B424DE9', sequence_id: 2, time: 1639096843001, value: 112, battery: 60, …} 227478
app_main.js:103 Data received
app_main.js:106 {device_id: '39869E8A0DB1', sequence_id: 2, time: 1639096843001, value: 95, battery: 60, …} 227638
app_main.js:103 Data received
app_main.js:106 {device_id: '709B5D630BD4', sequence_id: 2, time: 1639096843001, value: 77, battery: 60, …} 227794
app_main.js:103 Data received
app_main.js:106 {device_id: 'FB849443BD1D', sequence_id: 2, time: 1639096843001, value: 82, battery: 60, …} 228059
app_main.js:103 Data received
app_main.js:106 {device_id: '2440633BE5D7', sequence_id: 2, time: 1639096843001, value: 85, battery: 60, …} 228215
app_main.js:103 Data received
app_main.js:106 {device_id: '90926DC76F93', sequence_id: 2, time: 1639096843001, value: 97, battery: 60, …} 228371
app_main.js:103 Data received
app_main.js:106 {device_id: '8E099D222FC2', sequence_id: 2, time: 1639096843001, value: 71, battery: 60, …} 228634
app_main.js:103 Data received
app_main.js:106 {device_id: '91B240A0EEE9', sequence_id: 2, time: 1639096843001, value: 77, battery: 60, …} 228793
app_main.js:103 Data received
app_main.js:106 {device_id: 'A41F46F79C3C', sequence_id: 2, time: 1639096843001, value: 116, battery: 60, …} 228952
app_main.js:103 Data received
app_main.js:106 {device_id: 'C0D743851958', sequence_id: 2, time: 1639096843001, value: 97, battery: 60, …} 229109
app_main.js:103 Data received
app_main.js:106 {device_id: '8270A22175A1', sequence_id: 2, time: 1639096843001, value: 79, battery: 60, …} 229350
app_main.js:103 Data received
app_main.js:106 {device_id: '53AE7B22A841', sequence_id: 2, time: 1639096843001, value: 103, battery: 60, …} 229516
app_main.js:103 Data received
app_main.js:106 {device_id: 'AAA97F938C8D', sequence_id: 2, time: 1639096843001, value: 75, battery: 60, …} 229674
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB2367EC60E2', sequence_id: 2, time: 1639096843001, value: 87, battery: 60, …} 229832
app_main.js:103 Data received
app_main.js:106 {device_id: 'D04D8E04DDCB', sequence_id: 2, time: 1639096843001, value: 93, battery: 60, …} 229991
app_main.js:103 Data received
app_main.js:106 {device_id: 'A9173014F9BC', sequence_id: 2, time: 1639096843001, value: 105, battery: 60, …} 230169
app_main.js:103 Data received
app_main.js:106 {device_id: '72DD64C49F12', sequence_id: 2, time: 1639096843001, value: 61, battery: 60, …} 230326
app_main.js:103 Data received
app_main.js:106 {device_id: '7C07AE305241', sequence_id: 2, time: 1639096843001, value: 79, battery: 60, …} 230504
app_main.js:103 Data received
app_main.js:106 {device_id: 'B83B7793184A', sequence_id: 2, time: 1639096843001, value: 79, battery: 60, …} 230668
app_main.js:103 Data received
app_main.js:106 {device_id: '4582201C71C2', sequence_id: 2, time: 1639096843001, value: 66, battery: 60, …} 230825
app_main.js:103 Data received
app_main.js:106 {device_id: 'D5284168EA9E', sequence_id: 2, time: 1639096843001, value: 87, battery: 60, …} 230982
app_main.js:103 Data received
app_main.js:106 {device_id: '50FCF024A7B5', sequence_id: 2, time: 1639096843001, value: 69, battery: 60, …} 231138
app_main.js:103 Data received
app_main.js:106 {device_id: '6B87BCB0E86D', sequence_id: 2, time: 1639096843001, value: 86, battery: 60, …} 231295
app_main.js:103 Data received
app_main.js:106 {device_id: '11BB3A0F73A1', sequence_id: 2, time: 1639096843001, value: 62, battery: 60, …} 231452
app_main.js:103 Data received
app_main.js:106 {device_id: '5A71DB13BA92', sequence_id: 2, time: 1639096843001, value: 83, battery: 60, …} 231682
app_main.js:103 Data received
app_main.js:106 {device_id: '5C78C60219E0', sequence_id: 2, time: 1639096843001, value: 70, battery: 60, …} 231839
app_main.js:103 Data received
app_main.js:106 {device_id: '6A7AA8267DA6', sequence_id: 2, time: 1639096843001, value: 100, battery: 60, …} 231995
app_main.js:103 Data received
app_main.js:106 {device_id: 'EA86FD253E0C', sequence_id: 2, time: 1639096843001, value: 91, battery: 60, …} 232317
app_main.js:103 Data received
app_main.js:106 {device_id: 'BCEE31D13F62', sequence_id: 2, time: 1639096843001, value: 76, battery: 60, …} 232473
app_main.js:103 Data received
app_main.js:106 {device_id: '8F0555339386', sequence_id: 2, time: 1639096843001, value: 63, battery: 60, …} 232629
app_main.js:103 Data received
app_main.js:106 {device_id: 'DE2492DFD4A8', sequence_id: 2, time: 1639096843001, value: 107, battery: 60, …} 232786
app_main.js:103 Data received
app_main.js:106 {device_id: 'E32F2EC96759', sequence_id: 2, time: 1639096843001, value: 84, battery: 60, …} 232941
app_main.js:103 Data received
app_main.js:106 {device_id: 'D156178A4369', sequence_id: 1, time: 1639096843001, value: 60, battery: 60, …} 233114
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD8F94787C70', sequence_id: 1, time: 1639096843001, value: 93, battery: 60, …} 233271
app_main.js:103 Data received
app_main.js:106 {device_id: '3967FFD1719E', sequence_id: 1, time: 1639096843001, value: 71, battery: 60, …} 233497
app_main.js:103 Data received
app_main.js:106 {device_id: 'D19478ABAD50', sequence_id: 1, time: 1639096843001, value: 116, battery: 60, …} 233653
app_main.js:103 Data received
app_main.js:106 {device_id: 'F34E55E16749', sequence_id: 1, time: 1639096843001, value: 104, battery: 60, …} 233811
app_main.js:103 Data received
app_main.js:106 {device_id: '6FC13A5B8BBA', sequence_id: 1, time: 1639096843001, value: 88, battery: 60, …} 233966
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB8CB7BD7A9A', sequence_id: 1, time: 1639096843001, value: 71, battery: 60, …} 234121
app_main.js:103 Data received
app_main.js:106 {device_id: 'C8323E8E825D', sequence_id: 1, time: 1639096843001, value: 75, battery: 60, …} 234276
app_main.js:103 Data received
app_main.js:106 {device_id: 'E80756D859CA', sequence_id: 1, time: 1639096843001, value: 90, battery: 60, …} 234459
app_main.js:103 Data received
app_main.js:106 {device_id: 'ED8D4A5988CA', sequence_id: 1, time: 1639096843001, value: 111, battery: 60, …} 234617
app_main.js:103 Data received
app_main.js:106 {device_id: '6237EDB3FC17', sequence_id: 1, time: 1639096843001, value: 91, battery: 60, …} 234773
app_main.js:103 Data received
app_main.js:106 {device_id: '0C6AECB1F3ED', sequence_id: 1, time: 1639096843001, value: 105, battery: 60, …} 234930
app_main.js:103 Data received
app_main.js:106 {device_id: '32EB5668CAC8', sequence_id: 1, time: 1639096843001, value: 107, battery: 60, …} 235085
app_main.js:103 Data received
app_main.js:106 {device_id: 'EFA29746CAF1', sequence_id: 1, time: 1639096843001, value: 119, battery: 60, …} 235242
app_main.js:103 Data received
app_main.js:106 {device_id: 'EF30996C3CE1', sequence_id: 1, time: 1639096843001, value: 107, battery: 60, …} 235400
app_main.js:103 Data received
app_main.js:106 {device_id: '669D4121E64C', sequence_id: 1, time: 1639096843001, value: 92, battery: 60, …} 235557
app_main.js:103 Data received
app_main.js:106 {device_id: 'FD393ADAF70B', sequence_id: 1, time: 1639096843001, value: 76, battery: 60, …} 235714
app_main.js:103 Data received
app_main.js:106 {device_id: '9FA6A56FDDC0', sequence_id: 1, time: 1639096843001, value: 115, battery: 60, …} 235871
app_main.js:103 Data received
app_main.js:106 {device_id: 'D6C035BD1727', sequence_id: 1, time: 1639096843001, value: 66, battery: 60, …} 236048
app_main.js:103 Data received
app_main.js:106 {device_id: '0C5748E57A26', sequence_id: 1, time: 1639096843001, value: 119, battery: 60, …} 236203
app_main.js:103 Data received
app_main.js:106 {device_id: 'E036C05E6726', sequence_id: 1, time: 1639096843001, value: 89, battery: 60, …} 236361
app_main.js:103 Data received
app_main.js:106 {device_id: '5F4D859542AC', sequence_id: 1, time: 1639096843001, value: 109, battery: 60, …} 236535
app_main.js:103 Data received
app_main.js:106 {device_id: '9CFD3EDDE73B', sequence_id: 1, time: 1639096843001, value: 74, battery: 60, …} 236689
app_main.js:103 Data received
app_main.js:106 {device_id: '89B37EE6BD4D', sequence_id: 1, time: 1639096843001, value: 99, battery: 60, …} 236845
app_main.js:103 Data received
app_main.js:106 {device_id: '7663CE779BDB', sequence_id: 1, time: 1639096843001, value: 81, battery: 60, …} 237055
app_main.js:103 Data received
app_main.js:106 {device_id: '6CE921956130', sequence_id: 1, time: 1639096843001, value: 70, battery: 60, …} 237208
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB77CF654390', sequence_id: 1, time: 1639096843001, value: 92, battery: 60, …} 237367
app_main.js:103 Data received
app_main.js:106 {device_id: '2EDE539FE18F', sequence_id: 1, time: 1639096843001, value: 91, battery: 60, …} 237530
app_main.js:103 Data received
app_main.js:106 {device_id: 'FADE56D35E9A', sequence_id: 1, time: 1639096843001, value: 60, battery: 60, …} 237687
app_main.js:103 Data received
app_main.js:106 {device_id: '69034C06E221', sequence_id: 1, time: 1639096843001, value: 96, battery: 60, …} 237843
app_main.js:103 Data received
app_main.js:106 {device_id: 'D15E51FD4257', sequence_id: 1, time: 1639096843001, value: 94, battery: 60, …} 238048
app_main.js:103 Data received
app_main.js:106 {device_id: '8A6CE3B46EC8', sequence_id: 1, time: 1639096843001, value: 81, battery: 60, …} 238204
app_main.js:103 Data received
app_main.js:106 {device_id: 'CC239EB2405C', sequence_id: 1, time: 1639096843001, value: 120, battery: 60, …} 238360
app_main.js:103 Data received
app_main.js:106 {device_id: '74A21B3CCAEC', sequence_id: 1, time: 1639096843001, value: 92, battery: 60, …} 238705
app_main.js:103 Data received
app_main.js:106 {device_id: 'AE23E7DA5152', sequence_id: 1, time: 1639096843001, value: 66, battery: 60, …} 238862
